Sartorius_CelluloseNitrate0.45-3(2),,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
50000,4.698970004,49.9261,3.85631,2.4826,2.95091,0.586171939
43487.4,4.638363443,51.3395,4.10278,2.56302,3.2037,0.61307823
37823.2,4.577758269,53.4474,4.4675,2.66066,3.58879,0.650064561
32896.7,4.517152334,53.5428,5.08201,3.01984,4.08747,0.706035515
28611.8,4.456545181,52.7736,5.84921,3.53857,4.65744,0.767097214
24885.1,4.39593939,52.1063,6.62436,4.06867,5.22762,0.821143926
21643.8,4.335333512,51.562,7.43462,4.62186,5.8234,0.871258776
18824.7,4.274728064,52.3474,8.12258,4.96186,6.43088,0.909693997
16372.7,4.214120304,52.3166,8.97989,5.48939,7.10669,0.953271017
14240.2,4.153516089,52.8254,9.82022,5.93383,7.82473,0.992121217
12385.4,4.092910037,52.8852,10.7556,6.49005,8.57679,1.031634642
10772.2,4.032304408,53.0392,11.7678,7.07558,9.403,1.070695279
9369.09,3.971697411,53.2302,12.8645,7.7007,10.3051,1.109392911
8148.75,3.911090994,53.3529,14.0519,8.38736,11.2742,1.14773505
7087.37,3.850485106,53.5489,15.2789,9.07773,12.2898,1.184092088
6164.23,3.789878835,53.7856,16.599,9.80684,13.3923,1.220081925
5361.34,3.72927335,53.8738,18.1308,10.6893,14.6446,1.258416967
4663.02,3.668667278,54.2175,19.7205,11.5308,15.9981,1.294917922
4055.65,3.608060469,53.1664,21.8028,13.0706,17.4505,1.338512271
3527.4,3.547454711,52.886,23.8775,14.4078,19.0408,1.377988854
3067.95,3.486848277,53.5295,25.7885,15.3289,20.7381,1.411426082
2668.35,3.426242794,54.58,27.7943,16.1086,22.6503,1.443955741
2320.79,3.365635844,54.5278,30.3791,17.6292,24.7407,1.482574903
2018.51,3.305030905,54.2259,33.2424,19.4332,26.9705,1.521692371
1755.6,3.244425572,54.4273,36.073,20.9849,29.341,1.557182262
1526.93,3.183819128,54.8272,39.1226,22.5364,31.9796,1.592427709
1328.04,3.123211156,55.456,42.3097,23.9913,34.8501,1.626439946
1155.06,3.062604544,55.7054,46.0161,25.9277,38.0163,1.662909808
1004.62,3.00200182,55.7041,50.0254,28.1877,41.3279,1.69919057
873.764,2.941394147,55.064,54.9099,31.4447,45.0147,1.739650653
759.956,2.880788448,54.0973,60.4657,35.4577,48.9781,1.781509085
660.971,2.820182405,55.608,64.8637,36.6384,53.525,1.812001718
574.878,2.759575689,55.7831,71.3507,40.1225,59.001,1.853398238
500,2.698970004,55.9463,78.2957,43.8432,64.869,1.893737911
434.875,2.638364442,56.1212,85.8746,47.8698,71.2947,1.933864727
378.232,2.577758269,56.2971,95.0847,52.7612,79.1035,1.978110641
328.967,2.517152334,56.4291,105.847,58.5298,88.1917,2.024678553
286.118,2.456545181,56.5518,116.642,64.2909,97.3242,2.066854958
248.851,2.39593939,56.1936,129.195,71.8824,107.351,2.111245706
216.438,2.335333512,56.6032,141.915,78.1147,118.482,2.152028302
188.247,2.274728064,56.5256,157.236,86.7257,131.155,2.196551987
163.727,2.214120304,56.6289,173.889,95.6496,145.219,2.24027211
142.402,2.153516089,56.6072,192.706,106.061,160.894,2.284895237
123.854,2.092910037,56.2666,213.443,118.531,177.506,2.329281916
107.722,2.032304408,56.1269,235.684,131.36,195.682,2.3723301
93.6909,1.971697411,56.2643,259.753,144.257,216.013,2.414560572
81.4875,1.911090994,56.3734,287.625,159.281,239.495,2.458826632
70.8737,1.850485106,55.3499,320.503,182.226,263.659,2.505832099
61.6423,1.789878835,56.4673,345.706,190.972,288.17,2.538706917
53.6134,1.72927335,56.891,380.399,207.787,318.635,2.580239367
46.6302,1.668667278,56.8436,425.428,232.678,356.161,2.62882607
40.5565,1.608060469,56.7097,480.685,263.839,401.805,2.68186057
35.274,1.547454711,56.3626,540.511,299.408,450.007,2.732804537
30.6795,1.486848277,55.8759,624.785,350.496,517.212,2.795730594
26.6835,1.426242794,55.7489,722.516,406.647,597.216,2.858847469
23.2079,1.365635844,55.2586,875.806,499.099,719.678,2.942407916
20.1851,1.305030905,55.5937,1107.47,625.782,913.716,3.044331971
17.556,1.244425572,55.5207,1369.53,775.302,1128.94,3.13657155
15.2693,1.183819128,55.7467,1629.52,917.177,1346.89,3.212059695
13.2804,1.123211156,56.0752,1823.56,1017.74,1513.14,3.260920057
11.5506,1.062604544,56.3198,2336.02,1295.46,1943.91,3.368476557
10.0462,1.00200182,56.6024,3059.14,1683.89,2553.98,3.485599353
8.73764,0.941394147,57.1173,3722.77,2021.17,3126.32,3.570866205
7.59956,0.880788448,57.5523,4184.42,2245.07,3531.15,3.621635269
6.60971,0.820182405,58.1626,4639.72,2447.5,3941.67,3.666491772
5.74879,0.759576444,58.6413,5095.84,2651.84,4351.47,3.707215783
5,0.698970004,59.2084,5598.85,2866.15,4809.6,3.748098832
4.34874,0.638363443,59.4548,6154.31,3127.73,5300.27,3.789179368
3.78232,0.577758269,60.015,6735.31,3366.13,5833.83,3.828357589
3.28967,0.517152334,60.2664,7454.14,3697.02,6472.73,3.872397545
2.86118,0.456545181,60.6189,8182.94,4014.68,7130.42,3.912909367
2.48851,0.39593939,60.8901,9004.6,4380.61,7867.22,3.954464425
2.16438,0.335333512,61.0869,9897.61,4785.33,8663.91,3.995530337
1.88247,0.274728064,60.7889,11088.4,5411.48,9678.3,4.044868884
