PW-2,,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
50000,4.698970004,15.6173,20.8955,20.1241,5.62529,1.320052768
43487.4,4.638363443,15.9342,21.2156,20.4005,5.82438,1.326655319
37823.2,4.577758269,16.4931,21.5115,20.6264,6.10711,1.332670695
32896.7,4.517152334,17.2767,21.9275,20.9381,6.51217,1.34098912
28611.8,4.456545181,18.0143,22.4392,21.3392,6.93943,1.351007369
24885.1,4.39593939,18.8534,23.0159,21.7811,7.43753,1.362027962
21643.8,4.335333512,19.6559,23.6174,22.2412,7.94417,1.373232085
18824.7,4.274728064,20.3923,24.4688,22.9354,8.52607,1.388612671
16372.7,4.214120304,18.3063,29.3344,27.8498,9.21383,1.46737721
14240.2,4.153516089,20.4488,28.0224,26.2566,9.79021,1.447505328
12385.4,4.092910037,21.5261,28.5994,26.6047,10.4938,1.456356922
10772.2,4.032304408,22.4211,29.5541,27.32,11.2723,1.470617738
9369.09,3.971697411,23.4898,30.3186,27.8061,12.0846,1.481709143
8148.75,3.911090994,24.5491,31.3898,28.5524,13.0416,1.496788549
7087.37,3.850485106,24.883,33.2182,30.1345,13.9771,1.521376096
6164.23,3.789878835,26.0018,34.3493,30.8724,15.0587,1.535917891
5361.34,3.72927335,27.0806,35.5992,31.6964,16.2063,1.551440238
4663.02,3.668667278,28.222,36.975,32.5795,17.4851,1.567908183
4055.65,3.608060469,29.3219,38.5709,33.6293,18.8888,1.586259773
3527.4,3.547454711,30.5064,40.1783,34.6165,20.3959,1.603991557
3067.95,3.486848277,31.6362,41.9785,35.7403,22.0187,1.623026916
2668.35,3.426242794,32.552,44.2246,37.277,23.7957,1.645663914
2320.79,3.365635844,33.8435,46.2662,38.4269,25.7668,1.665263831
2018.51,3.305030905,35.228,48.5128,39.6283,27.9837,1.685856341
1755.6,3.244425572,36.5987,50.8775,40.846,30.3335,1.706525763
1526.93,3.183819128,38.4674,53.22,41.6693,33.1065,1.72607487
1328.04,3.123211156,39.7957,56.1469,43.1394,35.9369,1.749325783
1155.06,3.062604544,40.8996,59.6439,45.0823,39.051,1.775566033
1004.62,3.00200182,41.9327,63.8062,47.4674,42.639,1.804862881
873.764,2.941394147,42.9578,67.8217,49.6357,46.2178,1.831368671
759.956,2.880788448,44.2514,72.3413,51.817,50.4803,1.859386309
660.971,2.820182405,45.031,77.6849,54.9018,54.9612,1.890336611
574.878,2.759575689,46.2894,83.2754,57.5446,60.1947,1.920516727
500,2.698970004,47.2209,89.4884,60.7782,65.6825,1.951766743
434.875,2.638364442,48.1682,96.3257,64.2441,71.7729,1.983742174
378.232,2.577758269,49.1193,103.765,67.9124,78.4537,2.01605089
328.967,2.517152334,49.8972,112.017,72.1568,85.6803,2.049283937
286.118,2.456545181,50.6434,120.859,76.6418,93.4497,2.082278997
248.851,2.39593939,51.4093,130.765,81.5649,102.209,2.116491518
216.438,2.335333512,52.102,141.716,87.0502,111.829,2.151418886
188.247,2.274728064,52.7823,153.766,93.0047,122.45,2.186860317
163.727,2.214120304,53.4157,166.904,99.4756,134.021,2.222466745
142.402,2.153516089,54.028,181.529,106.628,146.912,2.258946015
123.854,2.092910037,54.4529,197.791,114.99,160.93,2.296206526
107.722,2.032304408,54.7077,216.188,124.902,176.456,2.334831584
93.6909,1.971697411,55.3095,235.832,134.222,193.91,2.372602734
81.4875,1.911090994,55.6686,257.652,145.31,212.766,2.411033518
70.8737,1.850485106,56.2957,281.389,156.145,234.091,2.449307116
61.6423,1.789878835,57.1097,309.457,168.045,259.855,2.490600311
53.6134,1.72927335,57.4567,341.83,183.883,288.157,2.533810175
46.6302,1.668667278,57.9527,378.282,200.724,320.636,2.577815677
40.5565,1.608060469,58.5974,427.888,222.95,365.214,2.631330107
35.274,1.547454711,59.3335,489.484,249.657,421.03,2.6897385
30.6795,1.486848277,60.3031,575.256,284.989,499.701,2.759861157
26.6835,1.426242794,61.287,681.679,327.494,597.858,2.833579915
23.2079,1.365635844,62.0431,785.824,368.4,694.118,2.895325289
20.1851,1.305030905,62.6079,890.597,409.743,790.742,2.949681228
17.556,1.244425572,62.9889,992.2,450.621,883.969,2.996599223
15.2693,1.183819128,63.2849,1089.1,489.61,972.84,3.037067758
13.2804,1.123211156,63.4651,1186.06,529.866,1061.13,3.07410666
11.5506,1.062604544,63.6229,1290.04,573.135,1155.73,3.110603177
10.0462,1.00200182,63.7745,1400.37,618.83,1256.22,3.146242798
8.73764,0.941394147,63.9461,1521.34,668.197,1366.74,3.182226284
7.59956,0.880788448,64.1234,1667.32,727.678,1500.15,3.22201896
6.60971,0.820182405,64.3272,1833.82,794.468,1652.79,3.263356705
5.74879,0.759576444,64.6176,2011.99,862.452,1817.76,3.303625818
5,0.698970004,64.8381,2217.51,942.836,2007.09,3.345865587
4.34874,0.638363443,65.0705,2438.77,1027.95,2211.54,3.387170844
3.78232,0.577758269,65.2084,2696.31,1130.61,2447.82,3.430769822
3.28967,0.517152334,65.346,2984.77,1245.06,2712.69,3.474910871
2.86118,0.456545181,65.4901,3291.87,1365.63,2995.24,3.517442676
2.48851,0.39593939,65.6453,3652.17,1506.09,3327.16,3.562550985
2.16438,0.335333512,65.6234,4032.12,1664.19,3672.66,3.605533449
1.88247,0.274728064,65.8107,4405.8,1805.29,4018.96,3.644024779
1.63727,0.214120304,65.4677,4931.97,2047.78,4486.75,3.693020426
1.42402,0.153516089,65.3261,5477.86,2286.75,4977.72,3.738610929
1.23854,0.092910037,64.7699,6133.23,2614.32,5548.14,3.787689251
1.07722,0.032304408,64.7771,6755.07,2878.61,6111.02,3.829629854
0.936909,-0.028302589,64.4756,7473.86,3220.46,6744.43,3.873544958
0.814875,-0.088909006,63.2632,8360.73,3761.43,7466.82,3.922244199
0.708737,-0.149514894,62.7715,9269.3,4241.09,8242.16,3.967046938
0.616423,-0.210121165,62.2285,10225.5,4764.54,9047.66,4.009684553
0.536134,-0.27072665,61.4354,11336.4,5420.5,9956.51,4.054475161
0.466302,-0.331332722,60.5073,12521.3,6164.37,10898.7,4.097649421
0.405565,-0.391939531,59.5131,13815.7,7009.29,11905.6,4.140372894
0.35274,-0.452545289,58.1371,15192.6,8020.01,12903.3,4.181632104
0.306795,-0.513151723,56.9307,16711.7,9118.79,14004.6,4.223020631
0.266835,-0.573757206,55.5834,18307.2,10347.3,15102.5,4.262621926
0.232079,-0.634364156,54.2851,20011,11681.4,16247.5,4.301268792
0.201851,-0.694969095,52.9143,21794.1,13142,17385.9,4.338338939
0.17556,-0.755574428,51.2727,23716.2,14837.2,18501.8,4.375045104
0.152693,-0.816180872,49.2261,25976.3,16964.5,19671.7,4.414577291
0.132804,-0.876788844,47.3738,28297.2,19163.2,20820.7,4.451743464
0.115506,-0.937395456,45.7074,30692.2,21433.1,21968.9,4.48702802
0.100462,-0.99799818,44.0188,33715.2,24245,23428.5,4.52782574
0.0873764,-1.058605853,41.9551,36107.7,26852.2,24139.7,4.557599825
0.0759956,-1.119211552,41.4961,39000.1,29211.1,25840.2,4.591065721
0.0660971,-1.179817595,37.1941,41701.3,33218.9,25209.1,4.620149594
0.0574878,-1.240424311,36.9887,47424.1,37880.2,28533,4.675999098
0.05,-1.301029996,35.2089,51085.7,41739.9,29453.9,4.708299349
