PES0.45-2(5),,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
50000,4.698970004,61.6881,2.85515,1.35412,2.51362,0.45562893
43487.4,4.638363443,59.6453,3.62705,1.83294,3.12983,0.559553543
37823.2,4.577758269,58.6105,4.46268,2.3244,3.80956,0.649595747
32896.7,4.517152334,58.0129,5.33205,2.82454,4.52247,0.726894213
28611.8,4.456545181,57.7761,6.1939,3.30277,5.23986,0.791964189
24885.1,4.39593939,57.5929,7.12203,3.81691,6.01286,0.852603799
21643.8,4.335333512,57.4262,8.1158,4.36943,6.83918,0.909331336
18824.7,4.274728064,56.0588,9.31396,5.20038,7.72696,0.969134368
16372.7,4.214120304,56.4556,10.3796,5.73559,8.65097,1.016180617
14240.2,4.153516089,56.8107,11.5229,6.30772,9.64313,1.061561793
12385.4,4.092910037,57.0779,12.7979,6.95564,10.7427,1.107138712
10772.2,4.032304408,57.4592,14.1567,7.61488,11.9342,1.150962029
9369.09,3.971697411,57.7587,15.6531,8.35073,13.2396,1.19460036
8148.75,3.911090994,58.0973,17.282,9.13314,14.6715,1.237594001
7087.37,3.850485106,58.3237,19.0639,10.0108,16.2239,1.280211751
6164.23,3.789878835,58.6317,21.0405,10.9524,17.9652,1.323056056
5361.34,3.72927335,58.9624,23.164,11.9433,19.8476,1.364813556
4663.02,3.668667278,59.2809,25.5338,13.0434,21.9509,1.407115452
4055.65,3.608060469,59.5152,28.1223,14.2667,24.2348,1.449050837
3527.4,3.547454711,59.7597,31.0003,15.6126,26.7818,1.491365897
3067.95,3.486848277,60.0111,34.1014,17.0449,29.536,1.532772209
2668.35,3.426242794,60.2584,37.6001,18.653,32.6471,1.575189
2320.79,3.365635844,60.4962,41.42,20.3986,36.0488,1.617210095
2018.51,3.305030905,60.8045,45.6005,22.2435,39.8074,1.658969605
1755.6,3.244425572,60.954,50.226,24.3853,43.9091,1.700928592
1526.93,3.183819128,61.1334,55.4351,26.7625,48.5471,1.743784835
1328.04,3.123211156,61.4688,60.8699,29.0738,53.4777,1.784402588
1155.06,3.062604544,61.5897,67.2171,31.9807,59.1217,1.827479771
1004.62,3.00200182,61.9146,74.1559,34.9116,65.4238,1.87014571
873.764,2.941394147,61.9574,81.6176,38.3707,72.0356,1.91178382
759.956,2.880788448,62.2903,90.1931,41.939,79.8493,1.955173314
660.971,2.820182405,62.317,99.4649,46.2093,88.0794,1.99766985
574.878,2.759575689,62.4512,109.749,50.7595,97.3056,2.040400572
500,2.698970004,62.642,121.003,55.6066,107.469,2.082796138
434.875,2.638364442,62.8512,133.534,60.932,118.822,2.125591858
378.232,2.577758269,63,147.3,66.8729,131.245,2.168202747
328.967,2.517152334,63.1435,162.731,73.5148,145.179,2.211470293
286.118,2.456545181,63.2545,179.664,80.8538,160.442,2.254461064
248.851,2.39593939,63.4424,198.537,88.7654,177.588,2.297841455
216.438,2.335333512,63.5849,219.381,97.5962,196.476,2.341199012
188.247,2.274728064,63.7845,242.531,107.137,217.584,2.384767257
163.727,2.214120304,63.9137,268.305,117.98,240.974,2.428628766
142.402,2.153516089,64.0879,296.237,129.453,266.455,2.471639301
123.854,2.092910037,64.1924,328.063,142.822,295.342,2.515957252
107.722,2.032304408,64.3781,362.706,156.845,327.04,2.55955474
93.6909,1.971697411,64.5484,401.458,172.526,362.496,2.603640117
81.4875,1.911090994,64.5794,444.325,190.731,401.306,2.64770075
70.8737,1.850485106,64.7131,491.314,209.866,444.236,2.69135914
61.6423,1.789878835,65.1742,544.625,228.667,494.296,2.736097573
53.6134,1.72927335,65.1134,603.054,253.78,547.056,2.780356202
46.6302,1.668667278,65.223,666.632,279.377,605.266,2.823886157
40.5565,1.608060469,65.4017,738.117,307.245,671.132,2.868125208
35.274,1.547454711,65.5525,816.823,338.05,743.587,2.912127958
30.6795,1.486848277,65.7296,904.279,371.698,824.356,2.956302445
26.6835,1.426242794,65.872,1002.21,409.678,914.647,3.000958732
23.2079,1.365635844,66.0107,1110.9,451.653,1014.94,3.045674967
20.1851,1.305030905,66.2192,1232.09,496.826,1127.48,3.090642433
17.556,1.244425572,66.3897,1364.42,546.47,1250.21,3.134948077
15.2693,1.183819128,66.6115,1513.34,600.741,1389,3.179936511
13.2804,1.123211156,66.8356,1676.44,659.463,1541.29,3.224388015
11.5506,1.062604544,67.0888,1858.57,723.55,1711.95,3.269178923
10.0462,1.00200182,67.329,2067.4,796.858,1907.66,3.315424512
8.73764,0.941394147,67.617,2293,873.167,2120.25,3.360404055
7.59956,0.880788448,67.7442,2546.02,964.285,2356.35,3.405861811
6.60971,0.820182405,68.085,2830.45,1056.41,2625.92,3.451855487
5.74879,0.759576444,68.417,3138.03,1154.32,2918.01,3.496657091
5,0.698970004,68.7765,3501.15,1267.44,3263.69,3.544210718
4.34874,0.638363443,69.0601,3893.8,1391.6,3636.64,3.590373641
3.78232,0.577758269,69.4321,4332.86,1522.21,4056.67,3.636774657
3.28967,0.517152334,69.9296,4826.78,1656.43,4533.66,3.683657505
2.86118,0.456545181,70.1923,5378.4,1822.55,5060.19,3.730653098
2.48851,0.39593939,70.6174,6019.44,1997.7,5678.28,3.77955609
2.16438,0.335333512,70.8469,6719.4,2204.59,6347.45,3.827330495
1.88247,0.274728064,71.0761,7513.36,2436.67,7107.26,3.875834198
1.63727,0.214120304,71.3282,8445.06,2703.66,8000.58,3.926602739
1.42402,0.153516089,71.9679,9321.42,2885.44,8863.59,3.969482077
1.23854,0.092910037,72.4985,10347,3111.64,9867.99,4.014814449
1.07722,0.032304408,72.7626,11593.4,3435.49,11072.7,4.06421082
0.936909,-0.028302589,72.7015,13240.6,3937.11,12641.7,4.121907666
0.814875,-0.088909006,72.8528,14750.3,4348.79,14094.6,4.168800853
0.708737,-0.149514894,73.0565,16638.5,4848.94,15916.3,4.221114171
0.616423,-0.210121165,73.5599,18466.4,5226.21,17711.4,4.266382239
0.536134,-0.27072665,73.812,20767.1,5789.64,19943.7,4.317375854
0.466302,-0.331332722,73.9754,23462.8,6476.93,22551.1,4.370379839
0.405565,-0.391939531,74.2684,26281.3,7125.7,25296.8,4.419646844
0.35274,-0.452545289,74.4413,29555.5,7927.52,28472.5,4.470638311
0.306795,-0.513151723,74.799,33004.9,8654.09,31850.1,4.518578421
0.266835,-0.573757206,74.8556,37309.5,9747.2,36013.7,4.571819429
0.232079,-0.634364156,74.8231,42427.6,11107.5,40947.9,4.627648466
0.201851,-0.694969095,75.1584,47305.9,12117.3,45727.6,4.674915309
0.17556,-0.755574428,75.3208,53181.3,13476.5,51445.5,4.725758949
0.152693,-0.816180872,75.431,59913.9,15071.1,57987.4,4.77752759
0.132804,-0.876788844,75.282,68666.1,17445.5,66413,4.836742382
0.115506,-0.937395456,75.5102,76702.5,19191.6,74262.7,4.884809519
0.100462,-0.99799818,75.5354,86910.6,21708.7,84155.7,4.939072748
0.0873764,-1.058605853,75.3784,99277.2,25061,96062.1,4.99684952
0.0759956,-1.119211552,75.5759,112071,27916.5,108538,5.049493247
0.0660971,-1.179817595,75.4158,127217,32033.5,123118,5.10454515
0.0574878,-1.240424311,75.3475,146107,36958.6,141355,5.164671024
0.05,-1.301029996,75.1672,172281,44103.8,166540,5.236237384
