PES0.45-1(5),,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
50000,4.698970004,48.9161,4.31883,2.83818,3.25531,0.635366109
43487.4,4.638363443,48.3704,5.01446,3.33117,3.74808,0.700224171
37823.2,4.577758269,47.8518,5.81001,3.89881,4.3076,0.76417688
32896.7,4.517152334,47.245,6.64227,4.5092,4.87717,0.822316525
28611.8,4.456545181,47.3831,7.41093,5.01789,5.45369,0.869872711
24885.1,4.39593939,48.0014,8.12952,5.43956,6.04154,0.910064904
21643.8,4.335333512,48.1418,8.9642,5.98172,6.67652,0.952511538
18824.7,4.274728064,48.3163,9.82494,6.53377,7.33753,0.992329907
16372.7,4.214120304,48.4612,10.7557,7.13241,8.05074,1.03163868
14240.2,4.153516089,48.6983,11.7242,7.73825,8.80774,1.069083218
12385.4,4.092910037,48.8779,12.7703,8.39858,9.61998,1.1062011
10772.2,4.032304408,49.0665,13.8944,9.10335,10.4968,1.142839797
9369.09,3.971697411,49.3118,15.0945,9.84071,11.4457,1.178818732
8148.75,3.911090994,49.5431,16.4088,10.6472,12.4853,1.215076822
7087.37,3.850485106,49.7466,17.8022,11.5032,13.5866,1.250473676
6164.23,3.789878835,50.032,19.2868,12.3891,14.7815,1.285260177
5361.34,3.72927335,50.1647,20.9123,13.3961,16.0584,1.320401801
4663.02,3.668667278,50.3953,22.6673,14.4501,17.4643,1.355399793
4055.65,3.608060469,50.6234,24.5974,15.6049,19.0136,1.390889204
3527.4,3.547454711,50.8206,26.6887,16.8606,20.6883,1.42632742
3067.95,3.486848277,51.0132,28.9214,18.1957,22.4803,1.461219312
2668.35,3.426242794,51.1547,31.3866,19.6863,24.4452,1.496744273
2320.79,3.365635844,51.371,33.9994,21.225,26.5605,1.531471253
2018.51,3.305030905,51.5049,36.8806,22.9562,28.865,1.566797978
1755.6,3.244425572,51.6586,39.8978,24.7504,31.2929,1.600948949
1526.93,3.183819128,51.8445,43.3102,26.757,34.0564,1.636590189
1328.04,3.123211156,51.9921,46.8575,28.8534,36.9202,1.670779114
1155.06,3.062604544,52.034,50.7759,31.237,40.0305,1.70565763
1004.62,3.00200182,52.3057,55.0284,33.647,43.5431,1.740586885
873.764,2.941394147,52.416,59.8562,36.5078,47.4336,1.777109142
759.956,2.880788448,52.3434,64.6818,39.5159,51.2077,1.810782097
660.971,2.820182405,52.5792,70.2248,42.6731,55.7721,1.846490511
574.878,2.759575689,52.6661,76.1926,46.2077,60.5819,1.881912794
500,2.698970004,52.8106,82.3269,49.7627,65.5851,1.915541762
434.875,2.638364442,52.9555,89.2209,53.7498,71.2132,1.9504666
378.232,2.577758269,53.0561,96.7262,58.1356,77.3059,1.985544126
328.967,2.517152334,53.1653,104.889,62.882,83.9501,2.020729945
286.118,2.456545181,53.2946,113.767,67.9989,91.2095,2.056016306
248.851,2.39593939,53.3974,123.435,73.5998,99.0927,2.091438321
216.438,2.335333512,53.503,134.03,79.7182,107.745,2.127202018
188.247,2.274728064,53.6427,145.481,86.2436,117.161,2.162806278
163.727,2.214120304,53.7464,157.889,93.3693,127.323,2.198351874
142.402,2.153516089,53.8755,171.547,101.134,138.565,2.234383128
123.854,2.092910037,54.0298,186.305,109.429,150.781,2.270224511
107.722,2.032304408,54.1706,202.51,118.544,164.188,2.306446474
93.6909,1.971697411,54.3242,220.315,128.487,178.968,2.343044067
81.4875,1.911090994,54.4082,239.306,139.278,194.6,2.378953588
70.8737,1.850485106,54.5869,260.062,150.698,211.949,2.415076898
61.6423,1.789878835,54.7252,282.327,163.043,230.49,2.450752413
53.6134,1.72927335,54.9958,307.725,176.522,252.061,2.48816278
46.6302,1.668667278,55.2063,334.842,191.068,274.976,2.524839927
40.5565,1.608060469,55.4021,364.381,206.901,299.943,2.561555723
35.274,1.547454711,55.6351,396.082,223.573,326.949,2.597785106
30.6795,1.486848277,55.86,431.062,241.919,356.776,2.63453974
26.6835,1.426242794,56.1142,469.816,261.94,390.018,2.671927803
23.2079,1.365635844,56.3856,512.538,283.741,426.833,2.70972607
20.1851,1.305030905,56.6388,559.109,307.463,466.979,2.747496483
17.556,1.244425572,56.8827,608.649,332.538,509.776,2.784366913
15.2693,1.183819128,57.1849,664.175,359.937,558.188,2.822282524
13.2804,1.123211156,57.4576,724.036,389.476,610.357,2.85976016
11.5506,1.062604544,57.7169,790.935,422.441,668.672,2.898140794
10.0462,1.00200182,58.0594,865.923,458.107,734.82,2.937479275
8.73764,0.941394147,58.3157,948.522,498.201,807.15,2.977047408
7.59956,0.880788448,58.5404,1036.89,541.152,884.48,3.015732686
6.60971,0.820182405,58.8105,1138.71,589.703,974.116,3.056413135
5.74879,0.759576444,58.9358,1247.27,643.591,1068.4,3.095960477
5,0.698970004,59.2307,1368.86,700.285,1176.17,3.136359033
4.34874,0.638363443,59.4003,1501.64,764.389,1292.53,3.176565828
3.78232,0.577758269,59.6175,1650.9,834.979,1424.18,3.217720768
3.28967,0.517152334,59.8569,1816.67,912.259,1571.01,3.259276044
2.86118,0.456545181,60.0302,1999.32,998.746,1731.99,3.30088231
2.48851,0.39593939,60.1106,2205.73,1099.17,1912.34,3.34355235
2.16438,0.335333512,60.2087,2415.98,1200.36,2096.69,3.383093335
1.88247,0.274728064,60.3088,2644.48,1309.87,2297.28,3.422340287
1.63727,0.214120304,60.292,2901.49,1437.92,2520.12,3.462621078
1.42402,0.153516089,60.1942,3197.23,1589.22,2774.29,3.504773879
1.23854,0.092910037,59.9617,3536.71,1770.4,3061.7,3.54859945
1.07722,0.032304408,60.1418,3857.36,1920.41,3345.33,3.586290173
0.936909,-0.028302589,59.9421,4247.65,2127.54,3676.42,3.628148724
0.814875,-0.088909006,59.1581,4697.76,2408.41,4033.43,3.671890826
0.708737,-0.149514894,59.0648,5162.4,2653.83,4428.05,3.712851652
0.616423,-0.210121165,59.0546,5664.9,2913.01,4858.55,3.753192248
0.536134,-0.27072665,58.9336,6235.33,3217.62,5340.99,3.794859443
0.466302,-0.331332722,58.7025,6871.84,3569.79,5871.86,3.837073039
0.405565,-0.391939531,58.3572,7586.05,3979.81,6458.27,3.880015701
0.35274,-0.452545289,58.0169,8354.39,4425.06,7086.23,3.921914745
0.306795,-0.513151723,57.6492,9191.28,4918.27,7764.68,3.963375997
0.266835,-0.573757206,57.1249,10129,5498.1,8506.86,4.005566571
0.232079,-0.634364156,56.4914,11170.5,6166.79,9313.97,4.048072613
0.201851,-0.694969095,55.8034,12336,6933.27,10203.3,4.091174361
0.17556,-0.755574428,54.6654,13614.4,7873.87,11106.4,4.133998506
0.152693,-0.816180872,53.939,15008.2,8834.55,12132.5,4.176328609
0.132804,-0.876788844,52.7318,16491.7,9986.52,13124.3,4.217265426
0.115506,-0.937395456,51.4729,18226.4,11352.9,14258.8,4.260700897
0.100462,-0.99799818,50.1892,20115,12878.7,15451.6,4.303520037
0.0873764,-1.058605853,48.3145,22112.7,14705.9,16513.9,4.344641774
0.0759956,-1.119211552,47.4639,24900.2,16833.9,18347.7,4.396202835
0.0660971,-1.179817595,46.3538,28078.7,19380,20318.2,4.448376997
0.0574878,-1.240424311,45.1073,30914.9,21819.2,21901.1,4.490167846
0.05,-1.301029996,43.4161,34910.4,25358.3,23993.6,4.542954825
