PW-1,,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
50000,4.698970004,14.6319,15.4734,14.9715,3.9087,1.189585753
43487.4,4.638363443,15.3375,15.7615,15.2002,4.169,1.197597546
37823.2,4.577758269,16.1713,16.1186,15.4809,4.48921,1.207327318
32896.7,4.517152334,17.0748,16.4972,15.77,4.84388,1.21741024
28611.8,4.456545181,17.8878,16.9792,16.1584,5.21523,1.229917224
24885.1,4.39593939,18.5516,17.7173,16.7966,5.63689,1.248397539
21643.8,4.335333512,19.5485,18.158,17.1113,6.07576,1.259068012
18824.7,4.274728064,20.5176,18.6897,17.5041,6.55065,1.27160233
16372.7,4.214120304,21.4577,19.3337,17.9937,7.07254,1.286314975
14240.2,4.153516089,22.6025,19.9368,18.4055,7.6624,1.299655452
12385.4,4.092910037,23.6883,20.5871,18.8525,8.27109,1.313595174
10772.2,4.032304408,24.849,21.3297,19.355,8.96333,1.328984747
9369.09,3.971697411,26.0286,22.1351,19.89,9.7133,1.345081488
8148.75,3.911090994,27.2213,23.054,20.5007,10.5456,1.362746289
7087.37,3.850485106,28.2618,23.873,21.0272,11.3039,1.377906998
6164.23,3.789878835,29.7485,24.4748,21.2493,12.1442,1.388719152
5361.34,3.72927335,31.1285,25.5913,21.9064,13.2297,1.408092348
4663.02,3.668667278,32.3953,26.7848,22.6163,14.3501,1.427888408
4055.65,3.608060469,33.558,28.1594,23.466,15.566,1.449623397
3527.4,3.547454711,34.7473,29.6014,24.3227,16.8716,1.471312252
3067.95,3.486848277,35.9382,31.2376,25.2916,18.3337,1.494677659
2668.35,3.426242794,37.1084,33.1121,26.4067,19.9774,1.519986725
2320.79,3.365635844,38.2844,35.0776,27.5339,21.7328,1.545029871
2018.51,3.305030905,39.4147,37.2285,28.7616,23.6374,1.570875538
1755.6,3.244425572,40.4756,39.6834,30.1865,25.7594,1.598608875
1526.93,3.183819128,41.5274,42.3111,31.6757,28.0513,1.626454316
1328.04,3.123211156,42.5469,45.2004,33.3002,30.5642,1.655142278
1155.06,3.062604544,43.5134,48.4215,35.1159,33.3394,1.685038239
1004.62,3.00200182,44.3864,52.0489,37.1962,36.4079,1.716411556
873.764,2.941394147,45.2645,55.8281,39.2938,39.6582,1.746852848
759.956,2.880788448,46.0498,60.0817,41.6987,43.2554,1.778742212
660.971,2.820182405,46.835,64.6943,44.2575,47.1872,1.810866018
574.878,2.759575689,47.539,69.7579,47.0927,51.4631,1.843593398
500,2.698970004,48.2196,75.2069,50.1086,56.0821,1.876257688
