PW-1,,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
434.875,2.638364442,48.8355,81.1514,53.4158,61.0926,1.909296017
378.232,2.577758269,49.4338,87.7044,57.0365,66.625,1.943021382
328.967,2.517152334,49.9503,94.8773,61.0489,72.6274,1.977162317
286.118,2.456545181,50.4683,102.688,65.3613,79.2003,2.011519695
248.851,2.39593939,50.9404,111.153,70.0405,86.309,2.045921189
216.438,2.335333512,50.8166,121.28,76.6253,94.0074,2.083789188
188.247,2.274728064,51.4991,130.92,81.5013,102.458,2.117005997
163.727,2.214120304,51.9406,141.834,87.4375,111.676,2.151780351
142.402,2.153516089,52.3631,153.673,93.8416,121.693,2.18659757
123.854,2.092910037,52.7134,166.855,101.081,132.752,2.222339225
107.722,2.032304408,53.0753,180.811,108.625,144.545,2.257224848
93.6909,1.971697411,53.4263,196.172,116.89,157.544,2.29263702
81.4875,1.911090994,53.6304,212.95,126.278,171.469,2.328277644
70.8737,1.850485106,54.0241,231.013,135.708,186.951,2.36363642
61.6423,1.789878835,54.4713,250.875,145.786,204.168,2.399457385
53.6134,1.72927335,54.7663,272.974,157.482,222.966,2.436121284
46.6302,1.668667278,55.1141,296.787,169.746,243.452,2.472444874
40.5565,1.608060469,55.4862,322.877,182.943,266.047,2.509037109
35.274,1.547454711,55.8918,351.201,196.938,290.787,2.545555744
30.6795,1.486848277,56.2703,382.523,212.406,318.132,2.582657553
26.6835,1.426242794,56.728,417.603,229.103,349.148,2.62076361
23.2079,1.365635844,57.0999,456.109,247.747,382.958,2.659068642
20.1851,1.305030905,57.517,498.616,267.781,420.608,2.69776621
17.556,1.244425572,57.8755,544.787,289.697,461.377,2.736226736
15.2693,1.183819128,58.2444,596.329,313.846,507.059,2.77548593
13.2804,1.123211156,58.586,652.259,339.969,556.653,2.81442008
11.5506,1.062604544,58.9679,715.381,368.792,612.995,2.854537401
10.0462,1.00200182,59.3213,786.058,401.065,676.043,2.895454592
8.73764,0.941394147,59.5907,862.889,436.772,744.182,2.935954933
7.59956,0.880788448,59.8254,946.468,475.729,818.219,2.976105935
6.60971,0.820182405,60.024,1042.07,520.658,902.678,3.017896893
5.74879,0.759576444,60.1545,1146.08,570.362,994.076,3.059214934
5,0.698970004,60.1088,1264.8,630.316,1096.54,3.102021857
4.34874,0.638363443,60.2411,1392.15,690.997,1208.56,3.143686032
3.78232,0.577758269,60.1659,1536.06,764.177,1332.49,3.18640818
3.28967,0.517152334,60.0703,1693.74,845.071,1467.86,3.228846744
2.86118,0.456545181,59.9997,1867.29,933.652,1617.11,3.271211771
2.48851,0.39593939,59.6789,2062.7,1041.35,1780.55,3.314436069
2.16438,0.335333512,59.2888,2275.58,1162.17,1956.44,3.357092108
1.88247,0.274728064,58.7725,2501.32,1296.78,2138.92,3.398169256
1.63727,0.214120304,58.4075,2733.91,1432.23,2328.73,3.436784214
1.42402,0.153516089,57.6089,3020.1,1617.86,2550.21,3.480021323
1.23854,0.092910037,56.636,3335.09,1834.15,2785.44,3.523107558
1.07722,0.032304408,55.9675,3640.4,2037.4,3016.87,3.561149106
0.936909,-0.028302589,55.0974,3971.05,2272.17,3256.76,3.598905355
0.814875,-0.088909006,53.583,4343.63,2578.63,3495.4,3.637852824
0.708737,-0.149514894,52.6021,4726.27,2870.48,3754.72,3.674518528
0.616423,-0.210121165,51.4801,5143.78,3203.48,4024.45,3.711282385
0.536134,-0.27072665,50.4805,5571.13,3545.13,4297.61,3.745943293
0.466302,-0.331332722,49.3143,6039.62,3937.29,4579.83,3.781009615
0.405565,-0.391939531,48.27,6519.76,4339.69,4865.63,3.814231609
0.35274,-0.452545289,47.2346,7023.01,4768.61,5155.87,3.846523287
0.306795,-0.513151723,46.196,7551.74,5227.27,5450.18,3.878047029
0.266835,-0.573757206,45.2026,8097.93,5705.82,5746.31,3.908374018
0.232079,-0.634364156,44.1587,8687.4,6232.46,6052.06,3.938889818
0.201851,-0.694969095,43.2046,9354.4,6818.56,6404.07,3.971015937
0.17556,-0.755574428,41.8365,10065.9,7499.65,6714.06,4.002852612
0.152693,-0.816180872,40.9849,10857.6,8196.22,7121.07,4.035733838
0.132804,-0.876788844,40.0511,11578.8,8863.25,7450.63,4.063663552
0.115506,-0.937395456,39.1375,12493.6,9690.48,7885.79,4.096687597
0.100462,-0.99799818,37.8525,13400.9,10581.2,8223.17,4.127133966
0.0873764,-1.058605853,29.9425,18373.7,15921.3,9170.87,4.264196621
0.0759956,-1.119211552,38.6205,19465.3,15208.2,12149.4,4.289261101
0.0660971,-1.179817595,98.2765,51038.8,-7347.02,50507.3,4.707900455
0.0574878,-1.240424311,50.9924,46070.5,28997.9,35799.6,4.663422926
0.05,-1.301029996,33.1517,40171.3,33632.4,21968,4.603915886
