Sartorius_CelluloseNitrate5-1(1),,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
50000,4.698970004,50.7547,7.91418,5.00684,6.12909,0.898405924
43487.4,4.638363443,49.8473,9.21958,5.94504,7.04678,0.964711137
37823.2,4.577758269,51.7911,10.0026,6.18694,7.85968,1.000112902
32896.7,4.517152334,53.0504,10.9339,6.57251,8.73801,1.038775098
28611.8,4.456545181,51.4439,12.5179,7.80217,9.789,1.097531478
24885.1,4.39593939,52.7952,13.5898,8.21731,10.824,1.133213065
21643.8,4.335333512,54.536,14.6286,8.48737,11.9147,1.165202765
18824.7,4.274728064,54.7457,16.1024,9.29438,13.1492,1.206890611
16372.7,4.214120304,55.0018,17.6422,10.1187,14.452,1.246552741
14240.2,4.153516089,55.3821,19.3674,11.0026,15.9386,1.287071322
12385.4,4.092910037,55.5454,21.2718,12.0346,17.5402,1.327804241
10772.2,4.032304408,56.0343,23.251,12.9902,19.2837,1.366441636
9369.09,3.971697411,56.314,25.492,14.1389,21.2117,1.40640391
8148.75,3.911090994,56.6746,27.9283,15.3436,23.3358,1.446044501
7087.37,3.850485106,56.8516,30.5844,16.7239,25.607,1.485499965
6164.23,3.789878835,57.084,33.5728,18.2438,28.1833,1.525987563
5361.34,3.72927335,57.3623,36.851,19.8747,31.0321,1.566449278
4663.02,3.668667278,57.5835,40.4155,21.6656,34.1177,1.606547956
4055.65,3.608060469,57.77,44.3122,23.6325,37.4843,1.646523312
3527.4,3.547454711,58.0595,48.6352,25.7299,41.2717,1.686950706
3067.95,3.486848277,58.2373,53.4001,28.1099,45.4027,1.72754207
2668.35,3.426242794,58.4542,58.566,30.6405,49.9113,1.767645563
2320.79,3.365635844,58.6114,64.3572,33.5198,54.9388,1.808597141
2018.51,3.305030905,58.6931,70.8024,36.7905,60.4933,1.850047979
1755.6,3.244425572,58.8423,77.7877,40.247,66.5666,1.890910931
