I-16-3,,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
328.967,2.517152334,50.1506,162.609,104.195,124.84,2.211144579
286.118,2.456545181,50.2212,176.843,113.148,135.907,2.247587874
248.851,2.39593939,50.4073,191.845,122.268,147.835,2.282950485
216.438,2.335333512,50.9183,207.115,130.571,160.772,2.316211553
188.247,2.274728064,51.0161,224.689,141.352,174.656,2.351581811
163.727,2.214120304,51.2959,243.134,152.031,189.738,2.385845695
142.402,2.153516089,51.5336,262.955,163.572,205.886,2.419881433
123.854,2.092910037,51.6979,284.429,176.291,223.207,2.453973874
107.722,2.032304408,51.8869,307.877,190.026,242.235,2.488377246
93.6909,1.971697411,51.9161,334.143,206.104,263.006,2.523932367
81.4875,1.911090994,51.9915,361.832,222.808,285.095,2.558506973
70.8737,1.850485106,52.0359,391.586,240.891,308.725,2.592827156
61.6423,1.789878835,52.2835,424.276,259.553,335.622,2.627648466
53.6134,1.72927335,52.2012,458.891,281.25,362.601,2.66170954
46.6302,1.668667278,52.3214,496.954,303.754,393.315,2.696316191
40.5565,1.608060469,52.4607,537.623,327.577,426.3,2.73047784
35.274,1.547454711,52.5779,581.582,353.417,461.881,2.764610957
30.6795,1.486848277,52.6978,628.772,381.048,500.157,2.798493194
26.6835,1.426242794,52.8859,681.591,411.275,543.524,2.833523847
23.2079,1.365635844,53.0965,738.482,443.436,590.525,2.868339914
20.1851,1.305030905,53.3138,801.058,478.577,642.384,2.903663962
17.556,1.244425572,53.537,867.779,515.725,697.903,2.938409136
15.2693,1.183819128,53.87,941.924,555.376,760.775,2.974015863
13.2804,1.123211156,54.2456,1022.37,597.384,829.686,3.009608097
11.5506,1.062604544,54.5752,1111.15,644.062,905.454,3.045772691
10.0462,1.00200182,54.7988,1209.12,696.998,988.012,3.082469405
8.73764,0.941394147,55.235,1314.3,749.427,1079.69,3.118694508
7.59956,0.880788448,55.4999,1431.34,810.723,1179.6,3.155742808
6.60971,0.820182405,55.8628,1565.84,878.712,1296.04,3.194747383
5.74879,0.759576444,56.168,1707.55,950.697,1418.42,3.232373429
5,0.698970004,56.4604,1868.3,1032.26,1557.23,3.271446614
4.34874,0.638363443,56.741,2039.58,1118.55,1705.49,3.309540745
3.78232,0.577758269,56.903,2236.29,1221.15,1873.45,3.349528122
3.28967,0.517152334,57.1293,2454.29,1332.05,2061.35,3.389925878
2.86118,0.456545181,57.15,2692.84,1460.71,2262.24,3.43021055
2.48851,0.39593939,57.1329,2961.91,1607.41,2487.8,3.471571858
2.16438,0.335333512,57.0415,3248.51,1767.3,2725.71,3.511684208
1.88247,0.274728064,57.0149,3555.18,1935.51,2982.13,3.550861594
1.63727,0.214120304,56.146,3934.02,2191.56,3267.04,3.594836563
1.42402,0.153516089,55.9722,4284.75,2397.72,3551.05,3.631925487
1.23854,0.092910037,55.5205,4698.82,2660.05,3873.37,3.671988809
1.07722,0.032304408,54.376,5193.03,3024.75,4221.19,3.715420832
0.936909,-0.028302589,53.7855,5647.7,3336.72,4556.63,3.751871619
0.814875,-0.088909006,52.5543,6180.11,3757.56,4906.57,3.790996205
0.708737,-0.149514894,52.6824,6710.25,4067.97,5336.58,3.826738701
0.616423,-0.210121165,50.462,7272.63,4629.68,5608.67,3.861691493
0.536134,-0.27072665,49.2556,7891.53,5150.69,5978.85,3.897161212
0.466302,-0.331332722,47.8836,8568.53,5746.4,6356,3.932906322
0.405565,-0.391939531,46.3525,9225.21,6367.42,6675.36,3.964976261
0.35274,-0.452545289,44.8717,9918.58,7029.19,6997.77,3.996449501
0.306795,-0.513151723,43.4089,10678.9,7757.91,7338.58,4.02852652
0.266835,-0.573757206,41.8361,11399.4,8493.23,7603.45,4.056881993
0.232079,-0.634364156,40.2822,12198.7,9305.97,7887.08,4.086313551
0.201851,-0.694969095,39.1548,13065.8,10131.8,8250.01,4.116136006
0.17556,-0.755574428,37.0582,13688,10923.4,8248.75,4.136339997
0.152693,-0.816180872,35.9003,14522.3,11763.6,8515.52,4.162035404
0.132804,-0.876788844,34.5301,15521,12786.7,8797.93,4.190919699
0.115506,-0.937395456,33.8526,17409.1,14457.8,9697.89,4.24077632
0.100462,-0.99799818,32.515,18934.6,15966.7,10177.7,4.277256135
0.0873764,-1.058605853,31.7781,20799.8,17681.8,10953.8,4.318059159
0.0759956,-1.119211552,29.5771,21780.1,18942,10750.5,4.338059869
0.0660971,-1.179817595,28.4936,22741.4,19986.8,10849,4.356817197
0.0574878,-1.240424311,28.0048,24411.1,21552.8,11462.1,4.38758735
0.05,-1.301029996,26.0549,25324.1,22750.5,11123.1,4.40353402
