I-16-3,,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
50000,4.698970004,17.8559,23.285,22.1633,7.13974,1.367076242
43487.4,4.638363443,18.5066,23.3855,22.1762,7.42288,1.36894666
37823.2,4.577758269,19.0472,24.0353,22.7194,7.84386,1.380849547
32896.7,4.517152334,20.0937,24.4361,22.9488,8.3952,1.388031894
28611.8,4.456545181,20.9871,25.0372,23.3762,8.96725,1.398585759
24885.1,4.39593939,21.7304,25.9552,24.1108,9.60964,1.41422438
21643.8,4.335333512,22.8322,26.664,24.5747,10.3465,1.425925301
18824.7,4.274728064,24.352,26.8725,24.4816,11.0806,1.429308072
16372.7,4.214120304,25.3397,27.9169,25.2309,11.948,1.445867191
14240.2,4.153516089,26.5101,28.8323,25.8008,12.8695,1.459879288
12385.4,4.092910037,27.61,29.8985,26.4937,13.8565,1.4756494
10772.2,4.032304408,28.6027,31.3035,27.4832,14.986,1.495592898
9369.09,3.971697411,29.8966,32.6018,28.2633,16.2499,1.513241579
8148.75,3.911090994,30.9984,34.1661,29.2866,17.596,1.533595408
7087.37,3.850485106,31.7001,36.3711,30.9449,19.112,1.560756436
6164.23,3.789878835,33.3443,37.7459,31.5322,20.7477,1.576869785
5361.34,3.72927335,34.5165,39.8849,32.8637,22.6005,1.600808508
4663.02,3.668667278,35.5901,42.2117,34.3266,24.5665,1.625432843
4055.65,3.608060469,36.3135,45.1523,36.3832,26.7393,1.654679878
3527.4,3.547454711,37.1217,48.3066,38.5175,29.1535,1.684006471
3067.95,3.486848277,37.7404,51.657,40.85,31.6185,1.713129181
2668.35,3.426242794,38.0375,55.9069,44.0327,34.4486,1.747465412
2320.79,3.365635844,39.4654,59.125,45.6449,37.5806,1.771771154
2018.51,3.305030905,40.7653,62.6285,47.4342,40.8941,1.79677201
1755.6,3.244425572,42.432,66.2038,48.8637,44.6687,1.820882918
1526.93,3.183819128,43.7224,70.4818,50.937,48.7146,1.848076987
1328.04,3.123211156,42.8352,77.9515,57.1628,52.9986,1.891824477
1155.06,3.062604544,43.6246,83.9827,60.793,57.9422,1.924189833
1004.62,3.00200182,45.1739,88.7253,62.5475,62.9284,1.948047476
873.764,2.941394147,46.4364,95.1146,65.5491,68.9209,1.978247186
759.956,2.880788448,46.7669,103.064,70.5954,75.0896,2.013106994
660.971,2.820182405,47.1864,111.36,75.6819,81.6902,2.046729222
574.878,2.759575689,48.402,119.216,79.1476,89.1523,2.076334546
500,2.698970004,48.6382,128.757,85.0843,96.6389,2.109770849
434.875,2.638364442,48.6043,140.251,92.742,105.211,2.146905966
378.232,2.577758269,49.1784,151.364,98.9473,114.544,2.180022596
