Sartorius_CelluloseNitrate0.45-1(2),,,,,,
freq / Hz,Log(f / Hz),neg. Phase / бу,Z / Ohm,Z' / Ohm,Z'' / Ohm,Log(Z / Ohm)
50000,4.698970004,51.2184,3.42253,2.14371,2.668,0.534347264
43487.4,4.638363443,50.3821,4.0125,2.55863,3.09089,0.603415045
37823.2,4.577758269,49.9711,4.68601,3.01392,3.58817,0.670803211
32896.7,4.517152334,50.0303,5.35942,3.4428,4.10738,0.729117793
28611.8,4.456545181,47.1329,6.43076,4.37484,4.71332,0.808262302
24885.1,4.39593939,46.2105,7.32663,5.0701,5.289,0.86490426
21643.8,4.335333512,46.7027,8.04072,5.5142,5.85207,0.905294939
18824.7,4.274728064,47.0131,8.80586,6.00411,6.44158,0.944771777
16372.7,4.214120304,47.1139,9.67413,6.58366,7.08831,0.985611919
14240.2,4.153516089,47.6207,10.5164,7.08845,7.76849,1.021867096
12385.4,4.092910037,47.9157,11.4257,7.65775,8.47968,1.057882817
10772.2,4.032304408,48.2628,12.432,8.27615,9.27681,1.094541001
9369.09,3.971697411,48.6087,13.4888,8.91876,10.1194,1.129973315
8148.75,3.911090994,48.9767,14.6409,9.60977,11.0457,1.165567774
7087.37,3.850485106,49.3584,15.8672,10.3347,12.04,1.200500296
6164.23,3.789878835,49.6458,17.1901,11.1308,13.0998,1.235278403
5361.34,3.72927335,49.9837,18.6492,11.9915,14.2827,1.270660206
4663.02,3.668667278,50.3231,20.1765,12.8818,15.529,1.304845832
4055.65,3.608060469,50.6651,21.8851,13.8719,16.9271,1.340148535
3527.4,3.547454711,50.9833,23.7281,14.938,18.4358,1.375262964
3067.95,3.486848277,51.2653,25.7211,16.0941,20.0637,1.410289538
2668.35,3.426242794,51.5936,27.8862,17.3239,21.8523,1.445389338
2320.79,3.365635844,51.9038,30.2156,18.6425,23.7789,1.480231223
2018.51,3.305030905,52.2248,32.7672,20.0721,25.8999,1.515439332
1755.6,3.244425572,52.5324,35.566,21.6352,28.2286,1.551035024
1526.93,3.183819128,52.8527,38.6191,23.3207,30.7827,1.586802149
1328.04,3.123211156,53.0589,41.9613,25.2185,33.5378,1.622848935
1155.06,3.062604544,53.2026,45.5477,27.2825,36.4727,1.658466452
1004.62,3.00200182,53.5347,49.4606,29.3962,39.777,1.69425938
873.764,2.941394147,53.5847,53.6839,31.8686,43.2014,1.729844059
759.956,2.880788448,53.7329,58.4064,34.5503,47.0912,1.766460438
660.971,2.820182405,53.8487,63.5531,37.4912,51.3168,1.803136739
574.878,2.759575689,54.0084,69.1139,40.6159,55.9203,1.8395654
500,2.698970004,54.0996,75.0597,44.0134,60.8011,1.875406824
434.875,2.638364442,54.1879,81.6316,47.7651,66.1984,1.911858309
378.232,2.577758269,54.2796,88.8323,51.863,72.1207,1.948570907
328.967,2.517152334,54.3518,96.6797,56.3457,78.563,1.985335294
286.118,2.456545181,54.3823,105.088,61.2007,85.4284,2.021553127
248.851,2.39593939,54.4153,114.325,66.5262,92.9753,2.05814121
216.438,2.335333512,54.4182,124.253,72.2985,101.053,2.094306883
188.247,2.274728064,54.4667,135.277,78.62,110.086,2.131223963
163.727,2.214120304,54.4311,147.062,85.5431,119.622,2.167500468
142.402,2.153516089,54.4355,159.995,93.0561,130.15,2.204106411
123.854,2.092910037,54.4393,174.011,101.199,141.558,2.240576703
107.722,2.032304408,54.4496,189.221,110.017,153.951,2.276969333
93.6909,1.971697411,54.513,205.733,119.432,167.518,2.313303959
81.4875,1.911090994,54.3687,223.576,130.248,181.718,2.349425182
70.8737,1.850485106,54.3653,242.639,141.365,197.204,2.384960607
61.6423,1.789878835,54.4799,264.238,153.519,215.067,2.421995274
53.6134,1.72927335,54.4793,286.587,166.506,233.255,2.457256486
46.6302,1.668667278,54.5893,311.236,180.34,253.663,2.493089825
40.5565,1.608060469,54.6774,338.314,195.606,276.034,2.52931997
35.274,1.547454711,54.854,367.153,211.356,300.217,2.564847081
30.6795,1.486848277,55.0164,398.899,228.706,326.825,2.600862948
26.6835,1.426242794,55.171,433.777,247.742,356.071,2.637266521
23.2079,1.365635844,55.3649,472.404,268.489,388.688,2.674313566
20.1851,1.305030905,55.5914,514.935,290.985,424.836,2.711752412
17.556,1.244425572,55.854,560.387,314.548,463.782,2.748488052
15.2693,1.183819128,56.1854,612.075,340.624,508.538,2.786804641
13.2804,1.123211156,56.5768,669.002,368.499,558.366,2.825427416
11.5506,1.062604544,56.8542,731.656,400.049,612.602,2.864306938
10.0462,1.00200182,57.1455,800.384,434.215,672.363,2.903298398
8.73764,0.941394147,57.4507,873.69,470.067,736.459,2.941357365
7.59956,0.880788448,57.6913,953.366,509.556,805.767,2.97925966
6.60971,0.820182405,58.0008,1044.65,553.567,885.92,3.018970809
5.74879,0.759576444,58.3217,1143.56,600.541,973.183,3.058258956
5,0.698970004,58.4415,1254.59,656.615,1069.05,3.098501822
4.34874,0.638363443,58.6785,1372.53,713.497,1172.51,3.137521846
3.78232,0.577758269,58.8307,1503.52,778.176,1286.48,3.17710921
3.28967,0.517152334,59.0181,1653.87,851.355,1417.91,3.218501369
2.86118,0.456545181,59.3245,1818.33,927.667,1563.89,3.259672704
2.48851,0.39593939,59.6041,2012.97,1018.51,1736.29,3.303837302
2.16438,0.335333512,59.7645,2225.97,1120.9,1923.15,3.347519307
1.88247,0.274728064,59.9206,2436.41,1221.13,2108.3,3.386750373
1.63727,0.214120304,59.715,2689.3,1356.22,2322.29,3.429639252
1.42402,0.153516089,59.9141,2940.51,1474.07,2544.35,3.468422661
1.23854,0.092910037,59.8418,3233.1,1624.27,2795.47,3.509619138
1.07722,0.032304408,59.7662,3565.8,1795.49,3080.77,3.552156981
0.936909,-0.028302589,59.7691,3904.48,1965.85,3373.48,3.591563203
0.814875,-0.088909006,59.2416,4293.26,2195.66,3689.33,3.63278719
0.708737,-0.149514894,59.2731,4712.73,2407.95,4051.12,3.673272559
0.616423,-0.210121165,59.1473,5206.16,2669.89,4469.43,3.716517511
0.536134,-0.27072665,59.0799,5745.48,2952.27,4928.96,3.759326317
0.466302,-0.331332722,59.1119,6385.24,3277.94,5479.63,3.805177226
0.405565,-0.391939531,58.8051,7017.84,3634.89,6003.13,3.846203462
0.35274,-0.452545289,58.904,7890.52,4075.25,6756.67,3.897105625
0.306795,-0.513151723,58.5498,8744.56,4562.54,7459.93,3.941737962
0.266835,-0.573757206,57.9975,9626.25,5101.5,8163.3,3.983457136
0.232079,-0.634364156,57.7768,10591.9,5647.79,8960.47,4.024973872
0.201851,-0.694969095,57.4381,11824.8,6364.22,9966.05,4.072793804
0.17556,-0.755574428,57.0168,13240.1,7207.84,11106.2,4.121891265
0.152693,-0.816180872,56.461,14537.5,8032.01,12117.1,4.162489728
0.132804,-0.876788844,54.1406,15774.1,9240.45,12784.2,4.19794459
0.115506,-0.937395456,53.9619,17887.9,10523.9,14464.6,4.252559358
0.100462,-0.99799818,53.2017,20100.3,12040.1,16095.3,4.303202539
0.0873764,-1.058605853,47.7333,23530.9,15826.5,17413.4,4.371638538
0.0759956,-1.119211552,63.8409,43332,19103.6,38893.6,4.636808734
0.0660971,-1.179817595,56.0823,51831.5,28922,43011.8,4.714593777
0.0574878,-1.240424311,56.2973,53578.1,29729.6,44573.1,4.728987308
0.05,-1.301029996,57.6968,64592.9,34518.4,54596,4.810184783
