Sample,Polymer Concentration (wt%),Polymer Concentration Corrected (wt%),Mixing Height and Lift Adjusted,Heated Container,Heated Block,Rest Time (days),Cast Position Adjusted,Fitting Success,Results,R Squared,Thickness,Date,Observations
10_1,10,,0,0,0,1,0,1,"{'estimates': {'const': {'estimate': 0.009660070318183224, 'se': 0.45384197439774926, 'confidence_interval': (-0.879891793544556, 0.8992119341809226), 't_stat': 0.02128509671456059, 'p_t': 0.9830183818885638}, 'beta1': {'estimate': 0.24045438128775562, 'se': 0.026900704684836484, 'confidence_interval': (0.18772772015560255, 0.2931810424199087), 't_stat': 8.938590423740687, 'p_t': '-'}, 'breakpoint1': {'estimate': 38.26806206555452, 'se': 2.162061480875816, 'confidence_interval': (34.03031869099975, 42.505805440109285), 't_stat': '-', 'p_t': '-'}, 'beta2': {'estimate': 0.7777092670984588, 'se': 0.08974665244356225, 'confidence_interval': (0.6018015581154965, 0.953616976081421), 't_stat': 8.665607528788064, 'p_t': '-'}, 'breakpoint2': {'estimate': 71.35557776097981, 'se': 0.8813045562627603, 'confidence_interval': (69.62817889776406, 73.08297662419557), 't_stat': '-', 'p_t': '-'}, 'beta3': {'estimate': 2.9147697122256035, 'se': 0.15653238498066147, 'confidence_interval': (2.6079587897691594, 3.2215806346820477), 't_stat': 18.620873326536895, 'p_t': '-'}, 'breakpoint3': {'estimate': 83.16475800691654, 'se': 0.30611768205934003, 'confidence_interval': (82.5647527848377, 83.76476322899539), 't_stat': '-', 'p_t': '-'}, 'beta4': {'estimate': -5.4313602587732115, 'se': 0.1359005843182835, 'confidence_interval': (-5.697731870259317, -5.164988647287106), 't_stat': -39.965687314874174, 'p_t': '-'}, 'breakpoint4': {'estimate': 91.75054584384321, 'se': 0.14844907377405087, 'confidence_interval': (91.45957859595998, 92.04151309172644), 't_stat': '-', 'p_t': '-'}, 'beta5': {'estimate': 6.906177704679779, 'se': 0.07438180475506741, 'confidence_interval': (6.760385828233913, 7.051969581125645), 't_stat': 92.84767595275754, 'p_t': '-'}, 'breakpoint5': {'estimate': 114.93778353271567, 'se': 0.1312598928000685, 'confidence_interval': (114.68050789741184, 115.1950591680195), 't_stat': '-', 'p_t': '-'}, 'alpha1': {'estimate': 0.15208775906852737, 'se': 0.019073388327105652, 'confidence_interval': (0.1147030104254129, 0.18947250771164184), 't_stat': 7.973819672742247, 'p_t': 1.5959030512540486e-15}, 'alpha2': {'estimate': 0.392542140356283, 'se': 0.018969812077725374, 'confidence_interval': (0.35536040609016706, 0.4297238746223989), 't_stat': 20.692990460206595, 'p_t': 1.997332366112532e-94}, 'alpha3': {'estimate': 1.1702514074547419, 'se': 0.0877189138929646, 'confidence_interval': (0.9983181625118326, 1.3421846523976513), 't_stat': 13.34092449984838, 'p_t': 1.7720024348448314e-40}, 'alpha4': {'estimate': 4.085021119680345, 'se': 0.12964482131258726, 'confidence_interval': (3.8309111013379433, 4.339131138022746), 't_stat': 31.509327394041687, 'p_t': 3.1921381853919697e-214}, 'alpha5': {'estimate': -1.3463391390928665, 'se': 0.04075768792360768, 'confidence_interval': (-1.4262261466956627, -1.2664521314900703), 't_stat': -33.032765293662294, 'p_t': 7.75038474183941e-235}, 'alpha6': {'estimate': 5.5598385655869125, 'se': 0.06222108769334354, 'confidence_interval': (5.437882273195427, 5.681794857978398), 't_stat': 89.3561776513545, 'p_t': 0.0}}, 'bic': 159715.94350254434, 'rss': 7842569.48316762, 'converged': True}",0.7522,0,2023-12-13,"Some volume loss, some sticky portions (not enough immersion time), wrinkles found "
12_1_1,12,,0,0,0,1,0,1,"{'estimates': {'const': {'estimate': 0.23944002214408047, 'se': 0.594435530751805, 'confidence_interval': (-0.9256852971037475, 1.4045653413919084), 't_stat': 0.4028023389538167, 'p_t': 0.6870968818345409}, 'beta1': {'estimate': 0.3235124442469773, 'se': 0.07063676727184072, 'confidence_interval': (0.18506061598201948, 0.46196427251193506), 't_stat': 4.579944082123152, 'p_t': '-'}, 'breakpoint1': {'estimate': 13.59313341736374, 'se': 1.608501747185151, 'confidence_interval': (10.440384271750698, 16.74588256297678), 't_stat': '-', 'p_t': '-'}, 'beta2': {'estimate': 4.844546970363696, 'se': 0.06830854156397755, 'confidence_interval': (4.710658588563192, 4.9784353521642), 't_stat': 70.92154010968467, 'p_t': '-'}, 'breakpoint2': {'estimate': 68.28886305849015, 'se': 0.0986727573018202, 'confidence_interval': (68.09545919565755, 68.48226692132275), 't_stat': '-', 'p_t': '-'}, 'beta3': {'estimate': -58.65256160252919, 'se': 2.818974699352302, 'confidence_interval': (-64.17790224355787, -53.12722096150051), 't_stat': -20.80634551846294, 'p_t': '-'}, 'breakpoint3': {'estimate': 79.01197473652412, 'se': 0.02934635018882542, 'confidence_interval': (78.95445432621273, 79.06949514683552), 't_stat': '-', 'p_t': '-'}, 'beta4': {'estimate': 56.11006390770706, 'se': 2.8195782967023795, 'confidence_interval': (50.583540183705, 61.63658763170912), 't_stat': 19.90016165656057, 'p_t': '-'}, 'breakpoint4': {'estimate': 80.0799415545529, 'se': 0.03419609800472934, 'confidence_interval': (80.012915380067, 80.1469677290388), 't_stat': '-', 'p_t': '-'}, 'beta5': {'estimate': 5.493821757156281, 'se': 0.1546159538227173, 'confidence_interval': (5.190766247788154, 5.796877266524408), 't_stat': 35.532049709795785, 'p_t': '-'}, 'breakpoint5': {'estimate': 91.60538095385743, 'se': 0.16162178470573316, 'confidence_interval': (91.28859364260013, 91.92216826511473), 't_stat': '-', 'p_t': '-'}, 'alpha1': {'estimate': 0.29555443161874123, 'se': 0.07033353389532562, 'confidence_interval': (0.1576969569318273, 0.4334119063056552), 't_stat': 4.202183727304279, 'p_t': 2.6521540511635072e-05}, 'alpha2': {'estimate': 0.6190668758657185, 'se': 0.006538111379540865, 'confidence_interval': (0.6062518291293113, 0.6318819226021257), 't_stat': 94.68588709010217, 'p_t': 0.0}, 'alpha3': {'estimate': 5.463613846229415, 'se': 0.06799492591500018, 'confidence_interval': (5.3303401678142786, 5.5968875246445515), 't_stat': 80.35325831606063, 'p_t': 0.0}, 'alpha4': {'estimate': -53.188947756299775, 'se': 2.818154546088309, 'confidence_interval': (-58.712680853222984, -47.665214659376566), 't_stat': -18.8736802352191, 'p_t': 6.173352409739162e-79}, 'alpha5': {'estimate': 2.9211161514072828, 'se': 0.08959199516089952, 'confidence_interval': (2.745511066307689, 3.0967212365068764), 't_stat': 32.60465565211724, 'p_t': 1.1345265921342847e-228}, 'alpha6': {'estimate': 8.414937908563564, 'se': 0.12601336270253652, 'confidence_interval': (8.167945002095482, 8.661930815031646), 't_stat': 66.77813946150792, 'p_t': 0.0}}, 'bic': 135944.34904080996, 'rss': 4405960.42455361, 'converged': True}",0.848445,0,2023-12-13,"Some volume loss, some sticky portions (not enough immersion time), wrinkles found "
12_1_2,12,,0,0,0,1,0,1,"{'estimates': {'const': {'estimate': -1.0977249093741466, 'se': 0.24147391803265406, 'confidence_interval': (-1.5710261865487543, -0.6244236321995389), 't_stat': -4.545935719756298, 'p_t': 5.492758328991991e-06}, 'beta1': {'estimate': -0.33628483325722525, 'se': 0.014369060697933181, 'confidence_interval': (-0.3644489299660531, -0.3081207365483974), 't_stat': -23.4033970853499, 'p_t': '-'}, 'breakpoint1': {'estimate': 42.9035376157359, 'se': 1.035191040465609, 'confidence_interval': (40.87451002731607, 44.93256520415573), 't_stat': '-', 'p_t': '-'}, 'beta2': {'estimate': 1.4161447598794057, 'se': 0.07750505725066754, 'confidence_interval': (1.264230868378828, 1.5680586513799835), 't_stat': 18.271643298053412, 'p_t': '-'}, 'breakpoint2': {'estimate': 83.48031000794053, 'se': 0.3678035453083728, 'confidence_interval': (82.75939617524966, 84.2012238406314), 't_stat': '-', 'p_t': '-'}, 'beta3': {'estimate': 4.118353195752325, 'se': 0.1451851710479133, 'confidence_interval': (3.833782806355244, 4.402923585149407), 't_stat': 28.3662109981825, 'p_t': '-'}, 'breakpoint3': {'estimate': 93.48538036312767, 'se': 0.1597068885041261, 'confidence_interval': (93.17234666193778, 93.79841406431757), 't_stat': '-', 'p_t': '-'}, 'beta4': {'estimate': -17.22862816940914, 'se': 0.604986741009474, 'confidence_interval': (-18.414433243209146, -16.042823095609137), 't_stat': -28.477695462650384, 'p_t': '-'}, 'breakpoint4': {'estimate': 100.50455616127394, 'se': 0.057581033113142714, 'confidence_interval': (100.39169438002848, 100.6174179425194), 't_stat': '-', 'p_t': '-'}, 'beta5': {'estimate': 17.31472765167042, 'se': 0.59840072785248, 'confidence_interval': (16.141831501799302, 18.487623801541538), 't_stat': 28.935004330307084, 'p_t': '-'}, 'breakpoint5': {'estimate': 103.30101004996052, 'se': 0.06802721435707952, 'confidence_interval': (103.1676732171458, 103.43434688277524), 't_stat': '-', 'p_t': '-'}, 'alpha1': {'estimate': 0.7067673189250574, 'se': 0.009829086410316117, 'confidence_interval': (0.687501804912761, 0.7260328329373538), 't_stat': 71.90569798870318, 'p_t': 0.0}, 'alpha2': {'estimate': 0.37048248566783215, 'se': 0.01048136277777978, 'confidence_interval': (0.3499384764859266, 0.3910264948497377), 't_stat': 35.34678586388074, 'p_t': 1.306343739903963e-267}, 'alpha3': {'estimate': 1.7866272455472378, 'se': 0.0767930656618801, 'confidence_interval': (1.6361088941159816, 1.937145596978494), 't_stat': 23.265476252943962, 'p_t': 1.434691742230921e-118}, 'alpha4': {'estimate': 5.904980441299563, 'se': 0.12321346906268812, 'confidence_interval': (5.663475715871626, 6.1464851667275004), 't_stat': 47.924796584497166, 'p_t': 0.0}, 'alpha5': {'estimate': -11.323647728109577, 'se': 0.5923068443288515, 'confidence_interval': (-12.48459955340028, -10.162695902818875), 't_stat': -19.117874183845554, 'p_t': 6.105588170780269e-81}, 'alpha6': {'estimate': 5.991079923560843, 'se': 0.08518235295867299, 'confidence_interval': (5.82411813830242, 6.158041708819266), 't_stat': 70.33240707106872, 'p_t': 0.0}}, 'bic': 134965.20071668003, 'rss': 3886190.5821502316, 'converged': True}",0.859813,0,2023-12-13,"Some volume loss, some sticky portions (not enough immersion time)"
15_1,15,,0,0,0,1,0,1,"{'estimates': {'const': {'estimate': -1.0726768280430357, 'se': 0.304619843044218, 'confidence_interval': (-1.6697478625077427, -0.47560579357832866), 't_stat': -3.5213622898733092, 'p_t': 0.0004300526373138075}, 'beta1': {'estimate': 0.7642019751007915, 'se': 0.035516699823887776, 'confidence_interval': (0.6945873613819376, 0.8338165888196454), 't_stat': 21.51669436885027, 'p_t': '-'}, 'breakpoint1': {'estimate': 16.180676544933185, 'se': 0.477092115009479, 'confidence_interval': (15.245550717945232, 17.115802371921138), 't_stat': '-', 'p_t': '-'}, 'beta2': {'estimate': -0.43905404437796597, 'se': 0.017443384029966376, 'confidence_interval': (-0.4732440014183724, -0.4048640873375595), 't_stat': -25.170233231333167, 'p_t': '-'}, 'breakpoint2': {'estimate': 41.62777879683891, 'se': 0.6572503703303527, 'confidence_interval': (40.33953324266307, 42.91602435101475), 't_stat': '-', 'p_t': '-'}, 'beta3': {'estimate': 1.525551627529503, 'se': 0.08002671284023938, 'confidence_interval': (1.3686950296702627, 1.6824082253887431), 't_stat': 19.063029998183538, 'p_t': '-'}, 'breakpoint3': {'estimate': 77.94605682645708, 'se': 0.2811100885748574, 'confidence_interval': (77.3950661565568, 78.49704749635737), 't_stat': '-', 'p_t': '-'}, 'beta4': {'estimate': -3.264900605576376, 'se': 0.09377489182517944, 'confidence_interval': (-3.448704362775307, -3.0810968483774452), 't_stat': -34.8163622695827, 'p_t': '-'}, 'breakpoint4': {'estimate': 86.33417657162893, 'se': 0.15795895126792311, 'confidence_interval': (86.02456865674726, 86.6437844865106), 't_stat': '-', 'p_t': '-'}, 'beta5': {'estimate': 1.8726522133301502, 'se': 0.05653760434101838, 'confidence_interval': (1.7618355128398016, 1.9834689138204988), 't_stat': 33.12224200436327, 'p_t': '-'}, 'breakpoint5': {'estimate': 100.25959506553447, 'se': 0.30558298786998234, 'confidence_interval': (99.6606362161733, 100.85855391489564), 't_stat': '-', 'p_t': '-'}, 'alpha1': {'estimate': 0.8129630931548955, 'se': 0.03218700292210979, 'confidence_interval': (0.7498748618073631, 0.8760513245024278), 't_stat': 25.257495863227994, 'p_t': 4.061012849057709e-139}, 'alpha2': {'estimate': 1.5771650682556868, 'se': 0.015014420044485414, 'confidence_interval': (1.5477360093399575, 1.6065941271714161), 't_stat': 105.04335589272111, 'p_t': 0.0}, 'alpha3': {'estimate': 1.1381110238777208, 'se': 0.008879123669858357, 'confidence_interval': (1.1207074709715077, 1.1555145767839339), 't_stat': 128.1783052241096, 'p_t': 0.0}, 'alpha4': {'estimate': 2.6636626514072237, 'se': 0.07953260922960774, 'confidence_interval': (2.5077745228078463, 2.819550780006601), 't_stat': 33.491453093376165, 'p_t': 6.339587985589918e-241}, 'alpha5': {'estimate': -0.6012379541691524, 'se': 0.04968193238949774, 'confidence_interval': (-0.6986171743458798, -0.503858733992425), 't_stat': -12.10174252997148, 'p_t': 1.2668526069837924e-33}, 'alpha6': {'estimate': 1.2714142591609978, 'se': 0.026985297824313748, 'confidence_interval': (1.2185216454484944, 1.3243068728735012), 't_stat': 47.11507234192738, 'p_t': 0.0}}, 'bic': 117281.50310459216, 'rss': 2158069.900308103, 'converged': True}",0.948122,0,2023-12-13,"Some volume loss, some sticky portions (not enough immersion time)"
10_1_H,10,,0,1,0,1,0,1,"{'estimates': {'const': {'estimate': 0.6752411306482471, 'se': 0.5494336769859917, 'confidence_interval': (-0.4016752054804129, 1.752157466776907), 't_stat': 1.2289765970524282, 'p_t': 0.2190908124095972}, 'beta1': {'estimate': -0.14547410401519842, 'se': 0.04682794725452728, 'confidence_interval': (-0.23725912466120702, -0.053689083369189816), 't_stat': -3.1065658980201, 'p_t': '-'}, 'breakpoint1': {'estimate': 20.792207774962474, 'se': 4.222765388788201, 'confidence_interval': (12.515385255143308, 29.06903029478164), 't_stat': '-', 'p_t': '-'}, 'beta2': {'estimate': 0.07123525631372793, 'se': 0.06229011709052951, 'confidence_interval': (-0.050856358168557575, 0.19332687079601343), 't_stat': 1.1436044695532996, 'p_t': '-'}, 'breakpoint2': {'estimate': 73.66439700089484, 'se': 9.292064371373526, 'confidence_interval': (55.4515055509476, 91.87728845084207), 't_stat': '-', 'p_t': '-'}, 'beta3': {'estimate': 0.2448822202921455, 'se': 0.14601247922415214, 'confidence_interval': (-0.04130923600467168, 0.5310736765889628), 't_stat': 1.6771321300298774, 'p_t': '-'}, 'breakpoint3': {'estimate': 89.96555466716671, 'se': 3.8256587402620315, 'confidence_interval': (82.46708020807998, 97.46402912625345), 't_stat': '-', 'p_t': '-'}, 'beta4': {'estimate': 0.4591594446016783, 'se': 0.23217818887338834, 'confidence_interval': (0.004079068272849207, 0.9142398209305074), 't_stat': 1.977616617778286, 'p_t': '-'}, 'breakpoint4': {'estimate': 99.49051920939498, 'se': 2.3715059902687483, 'confidence_interval': (94.84225382428554, 104.13878459450441), 't_stat': '-', 'p_t': '-'}, 'beta5': {'estimate': 2.1254630896737003, 'se': 0.1918093557417776, 'confidence_interval': (1.7495075607848143, 2.5014186185625866), 't_stat': 11.081123136324459, 'p_t': '-'}, 'breakpoint5': {'estimate': 106.82503787754426, 'se': 0.409404564670032, 'confidence_interval': (106.02258531184535, 107.62749044324318), 't_stat': '-', 'p_t': '-'}, 'alpha1': {'estimate': 0.22219717374695758, 'se': 0.04562904017759943, 'confidence_interval': (0.1327620684241715, 0.31163227906974367), 't_stat': 4.869643825119082, 'p_t': 1.1240311832858153e-06}, 'alpha2': {'estimate': 0.07672306973175916, 'se': 0.010528406173006788, 'confidence_interval': (0.0560868891042693, 0.09735925035924901), 't_stat': 7.287244476610837, 'p_t': 3.2464084472386133e-13}, 'alpha3': {'estimate': 0.1479583260454871, 'se': 0.06139390320388559, 'confidence_interval': (0.02762333372820369, 0.2682933183627705), 't_stat': 2.4099840264940653, 'p_t': 0.015959565197773612}, 'alpha4': {'estimate': 0.3928405463376326, 'se': 0.1324780462513525, 'confidence_interval': (0.1331772272467514, 0.6525038654285138), 't_stat': 2.9653256328395012, 'p_t': 0.0030261523292307874}, 'alpha5': {'estimate': 0.8519999909393109, 'se': 0.1906732247851053, 'confidence_interval': (0.47827133316967196, 1.2257286487089498), 't_stat': 4.468377727914035, 'p_t': 7.912075442673836e-06}, 'alpha6': {'estimate': 2.977463080613011, 'se': 0.020845870097561205, 'confidence_interval': (2.9366041762734945, 3.018321984952528), 't_stat': 142.83227644987338, 'p_t': 0.0}}, 'bic': 156961.9036913264, 'rss': 7249792.634136919, 'converged': True}",0.766467,0,2023-12-15,"Some volume loss, some sticky portions (not enough immersion time), wrinkles found "
12_1_H,12,,0,1,0,1,0,1,"{'estimates': {'const': {'estimate': 0.38717225911557374, 'se': 0.5001650453505102, 'confidence_interval': (-0.5931763534249022, 1.3675208716560496), 't_stat': 0.7740889986509306, 'p_t': 0.43888481571395954}, 'beta1': {'estimate': 0.1699511478872201, 'se': 0.07567576654080396, 'confidence_interval': (0.021622844218531, 0.3182794515559092), 't_stat': 2.24578032910421, 'p_t': '-'}, 'breakpoint1': {'estimate': 13.075130499591385, 'se': 3.4818867832725795, 'confidence_interval': (6.2504575066752635, 19.899803492507505), 't_stat': '-', 'p_t': '-'}, 'beta2': {'estimate': -0.3163904970723502, 'se': 0.04229534450750526, 'confidence_interval': (-0.39929149683293236, -0.233489497311768), 't_stat': -7.480504078083749, 'p_t': '-'}, 'breakpoint2': {'estimate': 29.382179607813498, 'se': 1.4315340448966645, 'confidence_interval': (26.5763009728213, 32.188058242805695), 't_stat': '-', 'p_t': '-'}, 'beta3': {'estimate': 0.5460295281344588, 'se': 0.07646947805233632, 'confidence_interval': (0.39614551003446064, 0.695913546234457), 't_stat': 7.14048980118253, 'p_t': '-'}, 'breakpoint3': {'estimate': 61.83302864957082, 'se': 0.9502040290524473, 'confidence_interval': (59.97058102318955, 63.69547627595209), 't_stat': '-', 'p_t': '-'}, 'beta4': {'estimate': 1.1865131587924331, 'se': 0.21129762096917792, 'confidence_interval': (0.7723592080598869, 1.6006671095249794), 't_stat': 5.6153644955875315, 'p_t': '-'}, 'breakpoint4': {'estimate': 72.21909381031175, 'se': 0.6462756674691628, 'confidence_interval': (70.95236103917605, 73.48582658144744), 't_stat': '-', 'p_t': '-'}, 'beta5': {'estimate': 1.4870863288476524, 'se': 0.19864950581572682, 'confidence_interval': (1.0977233191398803, 1.8764493385554244), 't_stat': 7.485980509949608, 'p_t': '-'}, 'breakpoint5': {'estimate': 77.68034560007347, 'se': 0.46444697891604375, 'confidence_interval': (76.77000619188897, 78.59068500825796), 't_stat': '-', 'p_t': '-'}, 'alpha1': {'estimate': 0.36186187518990776, 'se': 0.0642216114602808, 'confidence_interval': (0.2359842908295724, 0.4877394595502431), 't_stat': 5.634581053976025, 'p_t': 1.7719905507745875e-08}, 'alpha2': {'estimate': 0.5318130230771279, 'se': 0.04003006698699098, 'confidence_interval': (0.4533520810432887, 0.610273965110967), 't_stat': 13.285339323812702, 'p_t': 3.744762176994505e-40}, 'alpha3': {'estimate': 0.21542252600477768, 'se': 0.013656130638858158, 'confidence_interval': (0.18865582399525585, 0.2421892280142995), 't_stat': 15.774785091158881, 'p_t': 8.154565587498555e-56}, 'alpha4': {'estimate': 0.7614520541392364, 'se': 0.075240223082944, 'confidence_interval': (0.6139774375256171, 0.9089266707528558), 't_stat': 10.120279060042394, 'p_t': 4.9485834354313005e-24}, 'alpha5': {'estimate': 1.9479652129316696, 'se': 0.19744769803080328, 'confidence_interval': (1.5609578068500254, 2.3349726190133135), 't_stat': 9.86572764513959, 'p_t': 6.397724697274644e-23}, 'alpha6': {'estimate': 3.435051541779322, 'se': 0.021818173690049698, 'confidence_interval': (3.3922868254041143, 3.4778162581545295), 't_stat': 157.4399209841242, 'p_t': 0.0}}, 'bic': 138569.4700270397, 'rss': 4212576.6834156355, 'converged': True}",0.850577,0,2023-12-15,"Some volume loss, some sticky portions (not enough immersion time), wrinkles found "
15_1_H,15,,0,1,0,1,0,1,"{'estimates': {'const': {'estimate': -0.2198215754730665, 'se': 0.46590189087665185, 'confidence_interval': (-1.1330145971992263, 0.6933714462530933), 't_stat': -0.4718194533605457, 'p_t': 0.637059584936696}, 'beta1': {'estimate': 0.41074522109970046, 'se': 0.047222774554098394, 'confidence_interval': (0.3181860170402189, 0.5033044251591821), 't_stat': 8.69803235786476, 'p_t': '-'}, 'breakpoint1': {'estimate': 17.49505756745945, 'se': 1.2678161798644796, 'confidence_interval': (15.010068965877924, 19.98004616904098), 't_stat': '-', 'p_t': '-'}, 'beta2': {'estimate': 0.3155165185057168, 'se': 0.05491046554870374, 'confidence_interval': (0.20788902237244483, 0.4231440146389888), 't_stat': 5.746017910299162, 'p_t': '-'}, 'breakpoint2': {'estimate': 55.409199535977784, 'se': 1.6926248757270206, 'confidence_interval': (52.0915628077696, 58.72683626418597), 't_stat': '-', 'p_t': '-'}, 'beta3': {'estimate': 0.6823314996504662, 'se': 0.09497094784369038, 'confidence_interval': (0.49618328146146096, 0.8684797178394715), 't_stat': 7.184633986948237, 'p_t': '-'}, 'breakpoint3': {'estimate': 70.18656967730189, 'se': 0.993220248038345, 'confidence_interval': (68.23980402275795, 72.13333533184583), 't_stat': '-', 'p_t': '-'}, 'beta4': {'estimate': -1.513996702970167, 'se': 0.08381771853831002, 'confidence_interval': (-1.6782839856900749, -1.3497094202502593), 't_stat': -18.062967226651182, 'p_t': '-'}, 'breakpoint4': {'estimate': 81.17398768478621, 'se': 0.4220901401646636, 'confidence_interval': (80.34666807504495, 82.00130729452748), 't_stat': '-', 'p_t': '-'}, 'beta5': {'estimate': 4.604815518983522, 'se': 0.11772905751814984, 'confidence_interval': (4.374060169230209, 4.835570868736836), 't_stat': 39.11367011728277, 'p_t': '-'}, 'breakpoint5': {'estimate': 106.36660527602135, 'se': 0.1870028077678209, 'confidence_interval': (106.00006961166625, 106.73314094037644), 't_stat': '-', 'p_t': '-'}, 'alpha1': {'estimate': 0.5032771722623304, 'se': 0.04539946449952926, 'confidence_interval': (0.4142917549825992, 0.5922625895420616), 't_stat': 11.085531025757998, 'p_t': 1.705979365254855e-28}, 'alpha2': {'estimate': 0.9140223933620308, 'se': 0.012995347619174476, 'confidence_interval': (0.8885508059031216, 0.93949398082094), 't_stat': 70.33458589544784, 'p_t': 0.0}, 'alpha3': {'estimate': 1.2295389118677478, 'se': 0.0533505404567957, 'confidence_interval': (1.12496895367592, 1.3341088700595756), 't_stat': 23.046419049183807, 'p_t': 2.2848913279887972e-116}, 'alpha4': {'estimate': 1.9118704115182141, 'se': 0.0785697191499165, 'confidence_interval': (1.757869492758939, 2.0658713302774894), 't_stat': 24.333425551263993, 'p_t': 2.354452585992992e-129}, 'alpha5': {'estimate': 0.39787370854804704, 'se': 0.029192621904697087, 'confidence_interval': (0.34065458338180576, 0.4550928337142883), 't_stat': 13.629255701901489, 'p_t': 3.733911639001622e-42}, 'alpha6': {'estimate': 5.002689227531569, 'se': 0.11405227665610732, 'confidence_interval': (4.779140568052286, 5.226237887010852), 't_stat': 43.863124649548, 'p_t': 0.0}}, 'bic': 138225.3187029572, 'rss': 5042507.464151092, 'converged': True}",0.857936,0,2023-12-15,"Some volume loss, some sticky portions (not enough immersion time)"
17_1_H,17,,0,1,0,1,0,1,"{'estimates': {'const': {'estimate': 0.39133240833374194, 'se': 0.40466038683807953, 'confidence_interval': (-0.40182795460609133, 1.1844927712735753), 't_stat': 0.9670637924100274, 'p_t': 0.33352203004787284}, 'beta1': {'estimate': 0.438544066984975, 'se': 0.158827768712644, 'confidence_interval': (0.12723143354093963, 0.7498567004290104), 't_stat': 2.7611296849381683, 'p_t': '-'}, 'breakpoint1': {'estimate': 8.24854676180888, 'se': 1.160765439033027, 'confidence_interval': (5.9733719069006135, 10.523721616717147), 't_stat': '-', 'p_t': '-'}, 'beta2': {'estimate': 0.31763190489741694, 'se': 0.13776779243844017, 'confidence_interval': (0.04759817833050983, 0.587665631464324), 't_stat': 2.305559951825074, 'p_t': '-'}, 'breakpoint2': {'estimate': 13.16769730691204, 'se': 1.2668881135278784, 'confidence_interval': (10.684515190220171, 15.650879423603907), 't_stat': '-', 'p_t': '-'}, 'beta3': {'estimate': 1.3159801028169231, 'se': 0.04600673654785023, 'confidence_interval': (1.2258039426469098, 1.4061562629869364), 't_stat': 28.604074132669933, 'p_t': '-'}, 'breakpoint3': {'estimate': 65.39846198720187, 'se': 0.21465790353845565, 'confidence_interval': (64.97771870168084, 65.8192052727229), 't_stat': '-', 'p_t': '-'}, 'beta4': {'estimate': 1.95297323629265, 'se': 0.08212045216519495, 'confidence_interval': (1.7920118727327614, 2.1139345998525383), 't_stat': 23.78181299299247, 'p_t': '-'}, 'breakpoint4': {'estimate': 75.148358443879, 'se': 0.19564522164843468, 'confidence_interval': (74.76488123667659, 75.53183565108142), 't_stat': '-', 'p_t': '-'}, 'beta5': {'estimate': -1.8687302427149735, 'se': 0.0916357228063137, 'confidence_interval': (-2.0483421482123916, -1.6891183372175556), 't_stat': -20.39303216568526, 'p_t': '-'}, 'breakpoint5': {'estimate': 82.16186479744826, 'se': 0.21205646559275818, 'confidence_interval': (81.7462204974773, 82.57750909741922), 't_stat': '-', 'p_t': '-'}, 'alpha1': {'estimate': 0.35104328546074187, 'se': 0.07912585033604819, 'confidence_interval': (0.1959515339284244, 0.5061350369930593), 't_stat': 4.436518330859737, 'p_t': 9.183788817996775e-06}, 'alpha2': {'estimate': 0.7895873524457169, 'se': 0.1377147774308706, 'confidence_interval': (0.5196575387005558, 1.059517166190878), 't_stat': 5.733497647644024, 'p_t': 9.957752303283187e-09}, 'alpha3': {'estimate': 1.1072192573431339, 'se': 0.003821610985807375, 'confidence_interval': (1.099728654222323, 1.1147098604639447), 't_stat': 289.725788798259, 'p_t': 0.0}, 'alpha4': {'estimate': 2.4231993601600568, 'se': 0.04584773819128279, 'confidence_interval': (2.3333348469866455, 2.513063873333468), 't_stat': 52.853193107370984, 'p_t': 0.0}, 'alpha5': {'estimate': 4.376172596452706, 'se': 0.068130415869563, 'confidence_interval': (4.242632603075576, 4.509712589829837), 't_stat': 64.2322895082715, 'p_t': 0.0}, 'alpha6': {'estimate': 2.5074423537377326, 'se': 0.06128092792766692, 'confidence_interval': (2.387327796896153, 2.627556910579312), 't_stat': 40.9171733936111, 'p_t': 0.0}}, 'bic': 90542.57091648446, 'rss': 1079556.8410470784, 'converged': True}",0.967954,0,2023-12-15,"Some volume loss, some sticky portions (not enough immersion time)"
